"Ptch_ID","site_id","site_name","connectivity","buffer","summaryMethod","selected"
4482,"W29","NF_2 (Hawkhill Inc)",0.0216226404897387,750,"mean","Selected"
5420,"W30","Hinchelsea",0.0176945299636868,750,"mean","Selected"
1,NA,NA,0.012993355281651,0,"mean","Not selected"
2,NA,NA,0.236032575368881,0,"mean","Not selected"
3,NA,NA,0.0293510333304444,0,"mean","Not selected"
4,NA,NA,0.0554052831605077,0,"mean","Not selected"
5,NA,NA,0.0567115607696611,0,"mean","Not selected"
6,NA,NA,0.0970165739552333,0,"mean","Not selected"
7,NA,NA,0.119284946471453,0,"mean","Not selected"
8,NA,NA,0.055266887341675,0,"mean","Not selected"
9,NA,NA,0.144269546493888,0,"mean","Not selected"
10,NA,NA,0.00466053378768265,0,"mean","Not selected"
11,NA,NA,0.237476602874019,0,"mean","Not selected"
12,NA,NA,0.119147926568985,0,"mean","Not selected"
13,NA,NA,0.0831560740868251,0,"mean","Not selected"
14,NA,NA,0.0706430371193325,0,"mean","Not selected"
15,NA,NA,0.0242385580204427,0,"mean","Not selected"
16,NA,NA,0.0694156602438953,0,"mean","Not selected"
17,NA,NA,0.0967242002487183,0,"mean","Not selected"
18,NA,NA,0.0334257632493973,0,"mean","Not selected"
19,NA,NA,0.065242371286929,0,"mean","Not selected"
20,NA,NA,0.032731655985117,0,"mean","Not selected"
21,NA,NA,0.092652460479218,0,"mean","Not selected"
22,NA,NA,0.0652425996657159,0,"mean","Not selected"
23,NA,NA,0.0241079730364871,0,"mean","Not selected"
24,NA,NA,0.0531544816493988,0,"mean","Not selected"
25,NA,NA,0.0288529110451539,0,"mean","Not selected"
26,NA,NA,0.0196196222411735,0,"mean","Not selected"
27,NA,NA,0.0328114953467516,0,"mean","Not selected"
28,NA,NA,0.0368328991895303,0,"mean","Not selected"
29,NA,NA,0.0659833829849958,0,"mean","Not selected"
30,NA,NA,8.50054164874126e-05,0,"mean","Not selected"
31,NA,NA,0.329776273532347,0,"mean","Not selected"
32,NA,NA,0.21792105131033,0,"mean","Not selected"
33,NA,NA,0.271203654231849,0,"mean","Not selected"
34,NA,NA,0.267556480235524,0,"mean","Not selected"
35,NA,NA,0.220134821884772,0,"mean","Not selected"
36,NA,NA,0.0948594322512099,0,"mean","Not selected"
37,NA,NA,0.133948805638485,0,"mean","Not selected"
38,NA,NA,0.00106059263925999,0,"mean","Not selected"
39,NA,NA,0.0373800696916138,0,"mean","Not selected"
40,NA,NA,0.0139899053610861,0,"mean","Not selected"
41,NA,NA,0.0198397767583006,0,"mean","Not selected"
42,NA,NA,0.0269273459836841,0,"mean","Not selected"
43,NA,NA,0.0647911336272955,0,"mean","Not selected"
44,NA,NA,0.0272061205189675,0,"mean","Not selected"
45,NA,NA,0.111842150567099,0,"mean","Not selected"
46,NA,NA,0.112343285647435,0,"mean","Not selected"
47,NA,NA,0.104441284388304,0,"mean","Not selected"
48,NA,NA,0.065457881512967,0,"mean","Not selected"
49,NA,NA,0.184626640131076,0,"mean","Not selected"
50,NA,NA,0.00248694488046957,0,"mean","Not selected"
51,NA,NA,0.0292853181836782,0,"mean","Not selected"
52,NA,NA,0.194276136159897,0,"mean","Not selected"
53,NA,NA,0.129680179655552,0,"mean","Not selected"
54,NA,NA,0.0338971582809236,0,"mean","Not selected"
55,NA,NA,0.0633207181235775,0,"mean","Not selected"
56,NA,NA,0.440152354538441,0,"mean","Not selected"
57,NA,NA,0.096556163540012,0,"mean","Not selected"
58,NA,NA,0.112520266610842,0,"mean","Not selected"
59,NA,NA,0.0696519734828096,0,"mean","Not selected"
60,NA,NA,0.226236179471016,0,"mean","Not selected"
61,NA,NA,0.307177108195093,0,"mean","Not selected"
62,NA,NA,0.0868704881756864,0,"mean","Not selected"
63,NA,NA,0.108984630101401,0,"mean","Not selected"
64,NA,NA,0.423821233212948,0,"mean","Not selected"
65,NA,NA,0.0423604850139883,0,"mean","Not selected"
66,NA,NA,0.0959581347351725,0,"mean","Not selected"
67,NA,NA,0.161718165106846,0,"mean","Not selected"
68,NA,NA,0.260660698637366,0,"mean","Not selected"
69,NA,NA,0.456966429948807,0,"mean","Not selected"
70,NA,NA,0.00488665024749935,0,"mean","Not selected"
71,NA,NA,0.0652909453958273,0,"mean","Not selected"
72,NA,NA,0.122093661688268,0,"mean","Not selected"
73,NA,NA,0.089651427231729,0,"mean","Not selected"
74,NA,NA,0.0154412435053067,0,"mean","Not selected"
75,NA,NA,0.251009371876717,0,"mean","Not selected"
76,NA,NA,0.0899237694071704,0,"mean","Not selected"
77,NA,NA,0.00395153841236606,0,"mean","Not selected"
78,NA,NA,0.150197761692107,0,"mean","Not selected"
79,NA,NA,0.0679122707209526,0,"mean","Not selected"
80,NA,NA,0.276907717542989,0,"mean","Not selected"
81,NA,NA,0.127549095286263,0,"mean","Not selected"
82,NA,NA,0.0613913011426727,0,"mean","Not selected"
83,NA,NA,0.363355604807536,0,"mean","Not selected"
84,NA,NA,0.110552055917889,0,"mean","Not selected"
85,NA,NA,0.0660701927474954,0,"mean","Not selected"
86,NA,NA,0.152180162623271,0,"mean","Not selected"
87,NA,NA,0.0902635753154755,0,"mean","Not selected"
88,NA,NA,0.0376799073473541,0,"mean","Not selected"
89,NA,NA,0.0928356644387047,0,"mean","Not selected"
90,NA,NA,0.176309854288896,0,"mean","Not selected"
91,NA,NA,0.0809795952125176,0,"mean","Not selected"
92,NA,NA,0.299768471717834,0,"mean","Not selected"
93,NA,NA,0.236993114153544,0,"mean","Not selected"
94,NA,NA,0.133839330471614,0,"mean","Not selected"
95,NA,NA,0.0374149561041232,0,"mean","Not selected"
96,NA,NA,0.0524833875779922,0,"mean","Not selected"
97,NA,NA,0.0826885256056602,0,"mean","Not selected"
98,NA,NA,0.320258406230382,0,"mean","Not selected"
99,NA,NA,0.336582403807413,0,"mean","Not selected"
100,NA,NA,0.160112027492788,0,"mean","Not selected"
101,NA,NA,0.053607076042681,0,"mean","Not selected"
102,NA,NA,0.306877177495223,0,"mean","Not selected"
103,NA,NA,0.0758551970124245,0,"mean","Not selected"
104,NA,NA,0.24598755174213,0,"mean","Not selected"
105,NA,NA,0.336089745908976,0,"mean","Not selected"
106,NA,NA,0.0480578624095784,0,"mean","Not selected"
107,NA,NA,0.125289681241502,0,"mean","Not selected"
108,NA,NA,0.135717157895366,0,"mean","Not selected"
109,NA,NA,0.125046749683944,0,"mean","Not selected"
110,NA,NA,0.0234394026310923,0,"mean","Not selected"
111,NA,NA,0.408421565592289,0,"mean","Not selected"
112,NA,NA,0.035854158418155,0,"mean","Not selected"
113,NA,NA,0.04134341630225,0,"mean","Not selected"
114,NA,NA,0.281928723057111,0,"mean","Not selected"
115,NA,NA,0.125270809137052,0,"mean","Not selected"
116,NA,NA,0.00582089531235397,0,"mean","Not selected"
117,NA,NA,0.036520688154269,0,"mean","Not selected"
118,NA,NA,0.241130450909788,0,"mean","Not selected"
119,NA,NA,0.000306459428181618,0,"mean","Not selected"
120,NA,NA,0.0645281046691562,0,"mean","Not selected"
121,NA,NA,0.116293866601255,0,"mean","Not selected"
122,NA,NA,0.0882039905454104,0,"mean","Not selected"
123,NA,NA,0.285377751663327,0,"mean","Not selected"
124,NA,NA,0.0501127056535575,0,"mean","Not selected"
125,NA,NA,0.126718370726815,0,"mean","Not selected"
126,NA,NA,0.286980182996818,0,"mean","Not selected"
127,NA,NA,0.0501042745035628,0,"mean","Not selected"
128,NA,NA,0.32368404744193,0,"mean","Not selected"
129,NA,NA,0.163362453933115,0,"mean","Not selected"
130,NA,NA,0.432064923975203,0,"mean","Not selected"
131,NA,NA,0.0791366239646813,0,"mean","Not selected"
132,NA,NA,0.271501064300537,0,"mean","Not selected"
133,NA,NA,0.0707570695806117,0,"mean","Not selected"
134,NA,NA,0.386500959949834,0,"mean","Not selected"
135,NA,NA,0.255853628473622,0,"mean","Not selected"
136,NA,NA,0.172345499459066,0,"mean","Not selected"
137,NA,NA,0.013194375949341,0,"mean","Not selected"
138,NA,NA,0.164282955229282,0,"mean","Not selected"
139,NA,NA,0.0475368849105305,0,"mean","Not selected"
140,NA,NA,0.196601572078328,0,"mean","Not selected"
141,NA,NA,0.0441539406877112,0,"mean","Not selected"
142,NA,NA,0.0562250890595987,0,"mean","Not selected"
143,NA,NA,0.246527577439944,0,"mean","Not selected"
144,NA,NA,7.84924878291572e-06,0,"mean","Not selected"
145,NA,NA,0.0398245464362528,0,"mean","Not selected"
146,NA,NA,0.270620378288063,0,"mean","Not selected"
147,NA,NA,0.201133011579514,0,"mean","Not selected"
148,NA,NA,0.0970474932756689,0,"mean","Not selected"
149,NA,NA,0.144201901419596,0,"mean","Not selected"
150,NA,NA,0.106361068236445,0,"mean","Not selected"
151,NA,NA,0.0975024892852224,0,"mean","Not selected"
152,NA,NA,0.196647891884341,0,"mean","Not selected"
153,NA,NA,0.417393189337518,0,"mean","Not selected"
154,NA,NA,0.183215647484317,0,"mean","Not selected"
155,NA,NA,0.0955477330441538,0,"mean","Not selected"
156,NA,NA,0.00066785986564355,0,"mean","Not selected"
157,NA,NA,0.024529707756221,0,"mean","Not selected"
158,NA,NA,0.0399891746574608,0,"mean","Not selected"
159,NA,NA,0.370315181215604,0,"mean","Not selected"
160,NA,NA,0.181479554035162,0,"mean","Not selected"
161,NA,NA,0.0754059864973961,0,"mean","Not selected"
162,NA,NA,0.257966912218503,0,"mean","Not selected"
163,NA,NA,0.0447652762692966,0,"mean","Not selected"
164,NA,NA,0.0775960475883701,0,"mean","Not selected"
165,NA,NA,0.206573757446474,0,"mean","Not selected"
166,NA,NA,0.490070924162865,0,"mean","Not selected"
167,NA,NA,0.0329125118083679,0,"mean","Not selected"
168,NA,NA,0.325788692105561,0,"mean","Not selected"
169,NA,NA,0.187619474716485,0,"mean","Not selected"
170,NA,NA,0.151368032898996,0,"mean","Not selected"
171,NA,NA,0.0697806957621305,0,"mean","Not selected"
172,NA,NA,0.0903924290711681,0,"mean","Not selected"
173,NA,NA,0.19148215843421,0,"mean","Not selected"
174,NA,NA,0.254503361880779,0,"mean","Not selected"
175,NA,NA,0.145357183235533,0,"mean","Not selected"
176,NA,NA,0.337424093926394,0,"mean","Not selected"
177,NA,NA,0.0305055690929294,0,"mean","Not selected"
178,NA,NA,0.363232459487586,0,"mean","Not selected"
179,NA,NA,0.0907849350145885,0,"mean","Not selected"
180,NA,NA,0.372851151227951,0,"mean","Not selected"
181,NA,NA,0.108221317408606,0,"mean","Not selected"
182,NA,NA,0.283116965972144,0,"mean","Not selected"
183,NA,NA,0.315198361873627,0,"mean","Not selected"
184,NA,NA,0.238587815066179,0,"mean","Not selected"
185,NA,NA,0.0572183698436366,0,"mean","Not selected"
186,NA,NA,0.0168546516714352,0,"mean","Not selected"
187,NA,NA,0.434651603301366,0,"mean","Not selected"
188,NA,NA,0.356534021596114,0,"mean","Not selected"
189,NA,NA,0.198583988326319,0,"mean","Not selected"
190,NA,NA,0.0913833518249866,0,"mean","Not selected"
191,NA,NA,0.0907915612739144,0,"mean","Not selected"
192,NA,NA,0.0704979278768102,0,"mean","Not selected"
193,NA,NA,0.177117154259106,0,"mean","Not selected"
194,NA,NA,0.114887653716973,0,"mean","Not selected"
195,NA,NA,0.211859360337257,0,"mean","Not selected"
196,NA,NA,0.206135511398315,0,"mean","Not selected"
197,NA,NA,0.0457695208653804,0,"mean","Not selected"
198,NA,NA,0.0879878229402666,0,"mean","Not selected"
199,NA,NA,0.212474807694152,0,"mean","Not selected"
200,NA,NA,0.06709848627224,0,"mean","Not selected"
201,NA,NA,0.144915676146161,0,"mean","Not selected"
202,NA,NA,0.271792693436146,0,"mean","Not selected"
203,NA,NA,0.111732849134849,0,"mean","Not selected"
204,NA,NA,0.113223478198051,0,"mean","Not selected"
205,NA,NA,0.253307031591733,0,"mean","Not selected"
206,NA,NA,0.179303246736526,0,"mean","Not selected"
207,NA,NA,0.176510571825261,0,"mean","Not selected"
208,NA,NA,0.399507284164429,0,"mean","Not selected"
209,NA,NA,0.0591448555886745,0,"mean","Not selected"
210,NA,NA,0.322615842608845,0,"mean","Not selected"
211,NA,NA,0.197884706629289,0,"mean","Not selected"
212,NA,NA,0.027582608234997,0,"mean","Not selected"
213,NA,NA,0.0985136410302442,0,"mean","Not selected"
214,NA,NA,0.182712452291553,0,"mean","Not selected"
215,NA,NA,0.154296188113781,0,"mean","Not selected"
216,NA,NA,0.0684842474758625,0,"mean","Not selected"
217,NA,NA,0.0348650552880238,0,"mean","Not selected"
218,NA,NA,0.236518514156342,0,"mean","Not selected"
219,NA,NA,0.0115848443909691,0,"mean","Not selected"
220,NA,NA,0.10201521842357,0,"mean","Not selected"
221,NA,NA,0.0250593078158358,0,"mean","Not selected"
222,NA,NA,0.60129584868749,0,"mean","Not selected"
223,NA,NA,0.262594625353813,0,"mean","Not selected"
224,NA,NA,0.25854997527905,0,"mean","Not selected"
225,NA,NA,0.0332299337159236,0,"mean","Not selected"
226,NA,NA,0.390158176422119,0,"mean","Not selected"
227,NA,NA,0.140419493006034,0,"mean","Not selected"
228,NA,NA,0.0580200086586882,0,"mean","Not selected"
229,NA,NA,0.194169657925765,0,"mean","Not selected"
230,NA,NA,0.149658296934583,0,"mean","Not selected"
231,NA,NA,0.012917657578364,0,"mean","Not selected"
232,NA,NA,0.0623990395771606,0,"mean","Not selected"
233,NA,NA,0.0650267079472542,0,"mean","Not selected"
234,NA,NA,0.0617732637458377,0,"mean","Not selected"
235,NA,NA,0.249363797788437,0,"mean","Not selected"
236,NA,NA,0.0940290389687947,0,"mean","Not selected"
237,NA,NA,0.213983724323603,0,"mean","Not selected"
238,NA,NA,0.240978277155331,0,"mean","Not selected"
239,NA,NA,0.360109712680181,0,"mean","Not selected"
240,NA,NA,0.400769057373206,0,"mean","Not selected"
241,NA,NA,0.282496666251603,0,"mean","Not selected"
242,NA,NA,0.173641168512404,0,"mean","Not selected"
243,NA,NA,0.0476561041978689,0,"mean","Not selected"
244,NA,NA,0.26178221238984,0,"mean","Not selected"
245,NA,NA,0.288020960986614,0,"mean","Not selected"
246,NA,NA,0.0394712070213451,0,"mean","Not selected"
247,NA,NA,0.0382890861623344,0,"mean","Not selected"
248,NA,NA,0.0880129132419825,0,"mean","Not selected"
249,NA,NA,0.00742579693548907,0,"mean","Not selected"
250,NA,NA,0.484935128688812,0,"mean","Not selected"
251,NA,NA,0.0475170934545015,0,"mean","Not selected"
252,NA,NA,0.0372148201612058,0,"mean","Not selected"
253,NA,NA,0.0803482395592873,0,"mean","Not selected"
254,NA,NA,0.374264121055603,0,"mean","Not selected"
255,NA,NA,0.0446021886808532,0,"mean","Not selected"
256,NA,NA,0.105782190507109,0,"mean","Not selected"
257,NA,NA,0.106729665627846,0,"mean","Not selected"
258,NA,NA,0.433559974034627,0,"mean","Not selected"
259,NA,NA,0.112204718738794,0,"mean","Not selected"
260,NA,NA,0.20229025317563,0,"mean","Not selected"
261,NA,NA,0.364611489574114,0,"mean","Not selected"
262,NA,NA,0.204849095394214,0,"mean","Not selected"
263,NA,NA,0.0200566184884381,0,"mean","Not selected"
264,NA,NA,0.0760946949012578,0,"mean","Not selected"
265,NA,NA,0.116771682820938,0,"mean","Not selected"
266,NA,NA,0.0538208093274179,0,"mean","Not selected"
267,NA,NA,0.177708290070295,0,"mean","Not selected"
268,NA,NA,0.425646884100778,0,"mean","Not selected"
269,NA,NA,0.022105883480981,0,"mean","Not selected"
270,NA,NA,0.288172037977921,0,"mean","Not selected"
271,NA,NA,0.0399480335542868,0,"mean","Not selected"
272,NA,NA,0.222210754773446,0,"mean","Not selected"
273,NA,NA,0.1019611120224,0,"mean","Not selected"
274,NA,NA,0.0903286691755056,0,"mean","Not selected"
275,NA,NA,0.00876423348644636,0,"mean","Not selected"
276,NA,NA,0.0185017639385729,0,"mean","Not selected"
277,NA,NA,6.12003753417412e-06,0,"mean","Not selected"
278,NA,NA,0.396790965036912,0,"mean","Not selected"
279,NA,NA,0.0765278936847101,0,"mean","Not selected"
280,NA,NA,0.12828315361585,0,"mean","Not selected"
281,NA,NA,0.354390805417841,0,"mean","Not selected"
282,NA,NA,0.181261426872677,0,"mean","Not selected"
283,NA,NA,0.0922714598152948,0,"mean","Not selected"
284,NA,NA,0.0837388082462199,0,"mean","Not selected"
285,NA,NA,0.139923074841499,0,"mean","Not selected"
286,NA,NA,0.272724914550781,0,"mean","Not selected"
287,NA,NA,0.27568778666583,0,"mean","Not selected"
288,NA,NA,0.287829397867123,0,"mean","Not selected"
289,NA,NA,0.0603315434579192,0,"mean","Not selected"
290,NA,NA,0.142240631887141,0,"mean","Not selected"
291,NA,NA,0.0432098746698882,0,"mean","Not selected"
292,NA,NA,0.126548922889762,0,"mean","Not selected"
293,NA,NA,0.226406210347226,0,"mean","Not selected"
294,NA,NA,0.112881179985612,0,"mean","Not selected"
295,NA,NA,0.0899372566491365,0,"mean","Not selected"
296,NA,NA,0.118763284205363,0,"mean","Not selected"
297,NA,NA,0.237721274678524,0,"mean","Not selected"
298,NA,NA,0.0948779681168589,0,"mean","Not selected"
299,NA,NA,0.10477654840265,0,"mean","Not selected"
300,NA,NA,0.117252302821726,0,"mean","Not selected"
301,NA,NA,0.326692921194163,0,"mean","Not selected"
302,NA,NA,0.149485673416745,0,"mean","Not selected"
303,NA,NA,0.140302126961095,0,"mean","Not selected"
304,NA,NA,0.367199945449829,0,"mean","Not selected"
305,NA,NA,0.161575121027005,0,"mean","Not selected"
306,NA,NA,0.133693934935662,0,"mean","Not selected"
307,NA,NA,0.423105636239052,0,"mean","Not selected"
308,NA,NA,0.165364865834514,0,"mean","Not selected"
309,NA,NA,0.0255159859235088,0,"mean","Not selected"
310,NA,NA,0.272035208841165,0,"mean","Not selected"
311,NA,NA,0.0510455258190632,0,"mean","Not selected"
312,NA,NA,0.033369987758906,0,"mean","Not selected"
313,NA,NA,0.133746558427811,0,"mean","Not selected"
314,NA,NA,0.0503368916872301,0,"mean","Not selected"
315,NA,NA,0.0624125365167856,0,"mean","Not selected"
316,NA,NA,0.203627825714648,0,"mean","Not selected"
317,NA,NA,0.117619740190329,0,"mean","Not selected"
318,NA,NA,0.172701394274121,0,"mean","Not selected"
319,NA,NA,0.0791657827794552,0,"mean","Not selected"
320,NA,NA,0.0652924852876571,0,"mean","Not selected"
321,NA,NA,0.0783999057279693,0,"mean","Not selected"
322,NA,NA,0.305907162753018,0,"mean","Not selected"
323,NA,NA,0.24821515083313,0,"mean","Not selected"
324,NA,NA,0.057083020867834,0,"mean","Not selected"
325,NA,NA,0.0497712148533946,0,"mean","Not selected"
326,NA,NA,0.0280854778971461,0,"mean","Not selected"
327,NA,NA,0.0995279886892864,0,"mean","Not selected"
328,NA,NA,0.0381794383354259,0,"mean","Not selected"
329,NA,NA,0.00915545052662492,0,"mean","Not selected"
330,NA,NA,1.07260370896256e-05,0,"mean","Not selected"
331,NA,NA,0.0404727985626277,0,"mean","Not selected"
332,NA,NA,0.0336566317852957,0,"mean","Not selected"
333,NA,NA,0.147591120004654,0,"mean","Not selected"
334,NA,NA,0.18277638252729,0,"mean","Not selected"
335,NA,NA,0.161371364512227,0,"mean","Not selected"
336,NA,NA,0.139554620161653,0,"mean","Not selected"
337,NA,NA,0.136934342483679,0,"mean","Not selected"
338,NA,NA,0.12019180118545,0,"mean","Not selected"
339,NA,NA,0.062291514988129,0,"mean","Not selected"
340,NA,NA,0.0282506361011077,0,"mean","Not selected"
341,NA,NA,0.221521040797234,0,"mean","Not selected"
342,NA,NA,0.178545531972001,0,"mean","Not selected"
343,NA,NA,0.0713412266969681,0,"mean","Not selected"
344,NA,NA,0.127650945550866,0,"mean","Not selected"
